# DEC     RA      z
38.4034 66.926 0.473692
40.2029 88.8182 0.454933
34.3867 56.329 0.529986
35.1649 61.3982 0.518962
37.1311 74.1174 0.489924
37.5655 89.3162 0.485835
30.4569 50.9687 0.60169
32.5281 59.4543 0.560532
31.9818 58.9269 0.572116
27.3758 47.1225 0.677547
30.4796 59.0162 0.601818
26.377 47.0238 0.707936
33.0544 77.8679 0.553599
29.9274 64.3131 0.613686
28.5569 61.8546 0.648052
30.5459 83.5398 0.599863
29.8026 87.9247 0.615817
29.15 83.6948 0.633356
26.387 67.0932 0.708475
26.7666 79.3491 0.697418
25.6141 81.7017 0.732668
34.9911 1.53341 0.522175
25.3884 2.97875 0.741877
38.8658 7.23164 0.470654
27.3277 5.64994 0.681414
29.2992 8.7552 0.630637
34.1041 13.6985 0.535994
29.8963 14.6329 0.617129
35.3949 20.7186 0.516313
26.4483 15.9734 0.708
29.1561 21.1601 0.635263
30.2471 25.2241 0.607281
28.7724 25.3872 0.644186
38.1667 42.7143 0.478099
31.5467 33.3045 0.581539
27.6968 30.1446 0.67231
40.5945 56.839 0.451246
35.5874 45.6755 0.512566
32.7378 42.2751 0.558756
39.2865 62.1005 0.466957
32.2507 43.7406 0.568889
40.6453 75.6279 0.451546
38.6468 67.565 0.473029
39.2664 76.1165 0.4656
35.1115 59.6956 0.520189
30.1181 46.4402 0.609693
25.2555 37.9152 0.745885
29.0259 47.0112 0.635648
30.096 51.4879 0.611632
33.197 64.4468 0.551783
34.6361 76.0944 0.526402
34.4545 81.4815 0.532214
32.8593 71.9017 0.557997
32.6202 72.5213 0.561313
32.535 79.6395 0.564802
28.0291 56.9683 0.660948
26.1491 52.5578 0.717151
28.4253 65.1247 0.651958
28.3593 68.3626 0.65331
29.2359 83.8261 0.633804
28.2178 81.8893 0.656415
27.4415 77.6457 0.67612
27.0512 87.4278 0.690847
25.3052 74.829 0.745676
30.0458 1.90296 0.613383
27.0439 4.42449 0.689136
29.8733 6.83229 0.617474
39.5387 13.693 0.463828
37.7732 14.7332 0.484442
29.5578 13.2959 0.625012
37.5523 21.1729 0.487635
40.1919 25.6905 0.457393
37.6627 25.3261 0.486308
32.1867 23.8995 0.57085
39.0841 33.3107 0.468556
38.5865 35.7714 0.475724
30.0193 26.2491 0.615691
39.681 44.8926 0.462705
25.6982 25.2306 0.734513
31.4563 35.1118 0.585733
32.0411 37.1736 0.572787
34.0073 41.4894 0.53836
39.0863 56.9943 0.468989
32.2436 42.6851 0.567274
40.9013 74.2509 0.450623
28.4154 37.6049 0.653192
38.2297 65.199 0.478769
29.1354 41.0314 0.637193
34.6277 56.2324 0.529125
34.2237 57.158 0.534606
30.6273 48.6474 0.599158
37.2986 89.5066 0.492182
34.0475 65.0486 0.539492
35.1 74.1341 0.523724
33.5837 66.753 0.54722
26.3121 44.0699 0.710945
33.9609 78.8575 0.538367
30.1699 60.6448 0.61152
30.9668 69.1975 0.595923
32.1677 89.1082 0.572006
30.9121 77.2159 0.597187
26.9841 58.1306 0.694423
29.3487 72.5291 0.629506
26.4038 62.4514 0.708935
27.8321 74.9615 0.668816
26.2608 67.6822 0.71484
25.6843 67.5462 0.732801
25.9317 81.0628 0.726707
26.9026 0.882985 0.697602
35.3809 3.36756 0.520109
37.94 6.8846 0.484183
27.8814 6.03118 0.670428
33.803 10.4897 0.542387
39.2168 15.1401 0.467963
37.3157 17.9781 0.492446
40.6102 23.5044 0.454511
26.9152 14.9793 0.69663
35.1368 22.7696 0.521923
33.1933 23.5279 0.554858
34.4397 28.3957 0.534007
37.6623 35.1459 0.486134
34.3008 33.5405 0.534517
34.8173 35.9968 0.525993
32.5865 34.5579 0.565197
29.3145 31.9151 0.633686
28.1044 31.2927 0.664683
30.7304 36.8815 0.60084
34.9919 47.2732 0.52263
33.5006 45.523 0.549234
32.1577 44.5018 0.572059
30.8031 42.5895 0.599838
38.1664 65.7915 0.47979
40.1475 87.2764 0.457002
28.1597 40.0205 0.6604
31.8937 49.6199 0.577574
26.3415 39.1689 0.713527
35.2453 68.0465 0.523195
36.8151 88.61 0.497953
35.0979 73.7302 0.524188
33.5824 69.3144 0.548848
28.3321 51.9177 0.656471
33.622 80.7551 0.545963
31.1358 65.771 0.59233
31.7437 74.377 0.579544
29.8706 65.8436 0.618291
26.5364 55.0781 0.706731
26.7362 58.483 0.701293
30.0187 89.7023 0.617094
29.0934 80.9134 0.639073
28.3056 84.3277 0.658728
26.8199 83.3352 0.698085
25.2983 84.7105 0.748386
37.8951 2.08992 0.48582
32.5665 5.19363 0.564649
37.4237 8.11176 0.49232
28.014 7.51308 0.667378
26.621 8.24492 0.706595
39.8241 17.7663 0.463806
35.2777 17.134 0.520148
39.277 23.8399 0.468234
36.2513 24.5663 0.507913
35.045 27.6411 0.52542
33.9216 29.4793 0.541557
28.3429 25.1256 0.659023
37.0027 38.6979 0.497202
40.1664 48.0807 0.457962
26.8488 28.2798 0.700078
39.6495 54.5113 0.466039
32.6829 40.8324 0.562533
40.0283 61.2964 0.460937
27.1008 33.7425 0.692292
27.8554 35.727 0.669974
40.8184 75.2918 0.452749
35.6639 55.296 0.51581
39.3303 72.0648 0.469004
39.6216 83.4894 0.463879
30.4502 46.4267 0.609495
35.9331 66.3816 0.512382
36.7243 76.1392 0.50191
28.877 46.9943 0.643631
35.9804 82.7216 0.511347
33.249 69.4621 0.555883
32.5597 68.9927 0.565486
31.0392 64.7466 0.595665
29.8636 63.2278 0.619868
31.6434 80.0507 0.583968
25.7676 54.8161 0.73633
29.2785 79.2561 0.634661
27.9153 71.2051 0.67096
26.2592 66.4901 0.720152
26.2167 70.756 0.719951
26.5147 81.9893 0.710586
34.5592 0.41866 0.535203
28.7223 1.91041 0.649259
31.0924 4.10215 0.595858
33.3739 6.78984 0.552014
38.4891 11.0148 0.479788
36.2974 12.9704 0.508193
37.0326 14.9902 0.497845
28.9789 12.5308 0.644696
26.8257 12.8872 0.701624
33.1138 18.9135 0.557414
26.0566 16.3762 0.72546
40.1535 33.6707 0.460619
26.3663 21.2486 0.717195
39.3392 39.8384 0.46949
34.9652 35.4217 0.525511
37.0034 41.5836 0.497991
36.515 43.634 0.505407
28.9963 32.3638 0.643289
28.541 32.478 0.65647
38.9359 58.2286 0.47527
31.3288 42.0489 0.589736
38.6354 64.2546 0.476191
30.6142 43.0922 0.606683
40.4068 89.0101 0.45771
38.4932 72.6112 0.478341
38.5794 89.5187 0.477993
34.201 61.2935 0.538722
27.575 44.1066 0.680431
35.5004 77.4465 0.519447
29.9376 54.8045 0.621706
33.8413 77.1468 0.543877
33.0597 74.5313 0.5588
28.4275 57.0439 0.657532
28.4152 61.5555 0.655956
30.9475 87.8737 0.599882
29.7299 76.6269 0.624542
29.5542 89.9875 0.629608
27.2276 72.1185 0.690437
27.6335 83.6925 0.676778
26.8418 86.0388 0.702738
34.3707 0.728516 0.538685
33.521 4.40095 0.55346
28.6993 5.58027 0.65189
38.605 10.725 0.47873
35.7101 11.72 0.517773
32.0739 12.0419 0.576199
36.0094 16.2302 0.512195
36.5801 19.1444 0.505039
40.1354 24.4841 0.460356
35.6797 22.9797 0.516602
41.1133 32.0894 0.451562
33.9843 27.389 0.544032
36.1488 32.8867 0.513611
29.4815 26.2426 0.634667
29.3937 28.524 0.635228
39.2666 49.201 0.471981
41.0652 55.5394 0.452617
39.7676 54.5316 0.466345
40.3295 60.2218 0.458776
37.6664 54.065 0.490947
36.7166 55.4633 0.503086
39.0455 66.7544 0.472685
40.8686 88.2179 0.452149
31.0195 45.7345 0.598761
34.9646 58.9495 0.528408
35.0536 61.5004 0.525997
27.0327 41.203 0.696693
25.4736 38.8984 0.747752
36.3111 83.0841 0.508626
34.9851 77.0378 0.527576
26.3894 45.3678 0.717242
34.3368 87.8548 0.539191
27.0756 49.1758 0.697626
32.0628 76.524 0.578417
30.6524 72.3877 0.605748
25.7953 53.0334 0.735646
26.8548 59.282 0.70193
28.2769 70.8474 0.665398
28.255 76.5593 0.662548
27.9085 82.4574 0.672106
25.4778 68.4541 0.748932
38.2187 0.482488 0.483762
31.2579 3.12314 0.594627
35.0983 5.49329 0.526531
40.137 9.23419 0.461225
38.0403 12.5944 0.487399
39.3614 15.6235 0.470229
40.2016 17.1907 0.462387
38.9002 18.6542 0.475989
35.4584 18.2481 0.52011
37.3943 22.6272 0.494365
34.3844 22.9102 0.537453
28.9637 19.7012 0.64783
35.6934 28.3584 0.51912
28.3819 22.4832 0.662826
39.0721 38.1284 0.474522
41.0316 44.0936 0.454028
35.1034 37.5324 0.527316
36.1062 41.5363 0.512351
33.3193 39.0792 0.555126
28.3302 32.9788 0.663189
34.5068 46.1284 0.536433
31.653 41.9832 0.586159
39.1253 66.9576 0.472239
39.9103 76.0878 0.465576
28.4154 40.076 0.659061
39.1383 85.6416 0.471431
35.786 65.4031 0.518056
36.9808 78.0263 0.498742
36.2195 78.61 0.510137
35.3248 74.9963 0.525755
27.2198 45.671 0.694039
26.5042 45.3984 0.714556
29.4873 55.2826 0.63434
26.0488 47.7096 0.730708
28.0401 57.1524 0.670044
28.9156 63.0828 0.647765
30.4333 78.3582 0.611919
28.8748 71.272 0.65037
29.1324 82.8554 0.643926
26.7729 70.1908 0.70588
26.9011 83.7895 0.702204
31.5178 0.631399 0.590183
25.7669 1.95803 0.740943
35.5485 5.34318 0.522161
34.6507 6.72412 0.535473
37.022 9.42441 0.500991
36.8146 11.0045 0.503429
37.7698 14.0954 0.492823
37.1014 16.2262 0.498422
40.2579 20.9967 0.461164
40.4008 23.2859 0.458732
31.2431 18.0468 0.598077
38.9061 25.8494 0.477422
39.7183 29.9557 0.466471
32.6315 25.6595 0.570045
30.6843 25.6867 0.608988
39.6862 41.1632 0.469207
26.0804 23.7392 0.731372
31.5657 31.6198 0.590423
39.5952 47.6689 0.470333
35.1274 41.2655 0.528247
26.3642 29.7798 0.720199
31.0455 38.8063 0.599652
38.8252 60.3722 0.479106
33.9061 48.4956 0.548823
31.6923 45.8174 0.587458
36.2172 60.1712 0.51209
27.9813 39.8166 0.673732
34.068 57.8674 0.544028
28.2528 43.4962 0.664395
35.5944 68.4455 0.523022
36.5994 80.49 0.506348
27.274 45.7677 0.694766
30.6284 58.0887 0.60993
34.0604 82.8933 0.545774
33.4135 86.2841 0.555449
31.9309 78.5644 0.583279
31.8816 89.3918 0.584062
31.3115 82.1346 0.595747
30.6586 80.7753 0.609999
27.2387 62.1799 0.696097
29.489 85.1412 0.636723
27.1502 70.6303 0.697498
26.7148 71.6048 0.710368
26.5243 82.8408 0.716909
34.7787 1.40466 0.53706
27.2888 2.75169 0.696731
41.3886 6.2453 0.451205
28.9313 5.32977 0.651775
32.8371 8.4525 0.566663
36.5958 12.582 0.507166
29.3603 11.6049 0.641148
30.9586 13.7544 0.605205
31.3172 15.2143 0.596866
33.042 17.9147 0.56327
30.2775 18.0231 0.621083
31.5921 23.1337 0.59154
33.1634 27.6555 0.560615
38.2387 35.5662 0.486277
40.9735 44.3674 0.456006
37.0962 39.8097 0.501053
27.4343 27.9376 0.692324
36.0041 43.459 0.515186
38.1844 50.4103 0.485889
40.5341 60.3198 0.459934
33.7448 46.1316 0.551556
30.9842 42.364 0.604
27.7439 37.6968 0.680126
29.2639 41.5408 0.643002
27.9632 39.6623 0.67604
37.8538 74.1891 0.489748
37.2716 77.4566 0.497341
27.8058 45.3726 0.681158
35.2996 87.0353 0.526545
32.5036 67.3018 0.573122
31.4034 64.6396 0.594063
29.5078 58.7814 0.637282
30.5638 64.9709 0.611456
32.2166 79.9728 0.579042
29.0908 62.175 0.646986
28.6514 63.0099 0.657913
29.953 73.951 0.626149
26.5885 59.5747 0.715943
28.2483 71.5152 0.670436
27.989 78.2332 0.673566
26.7015 76.76 0.71051
30.2109 0.414306 0.621319
30.4755 3.39873 0.613371
38.6299 6.32471 0.482836
40.1382 8.61476 0.464188
34.7423 8.51169 0.535624
26.2232 7.58482 0.727535
26.9786 9.65869 0.704467
25.7085 11.3278 0.747787
27.0761 12.8377 0.702653
30.2911 16.3385 0.62127
30.1681 17.8961 0.622781
26.74 17.4639 0.714407
29.9691 22.555 0.628036
39.9789 38.0696 0.468342
32.3009 30.5144 0.577926
31.5925 30.6629 0.593203
29.877 29.2678 0.628661
29.3863 30.099 0.641729
30.4914 33.7136 0.615519
40.8402 58.1452 0.458039
36.2978 50.2436 0.51142
33.4816 46.4397 0.557185
38.0328 62.3503 0.489791
29.9962 42.0105 0.629054
30.4073 43.8504 0.617532
34.6505 56.2368 0.537939
28.0857 40.6318 0.672947
36.7756 70.2898 0.506363
37.7259 83.1975 0.49406
27.3034 42.5208 0.695525
36.4338 80.5469 0.510935
36.1957 87.6138 0.514199
34.0511 69.814 0.549592
34.9698 80.886 0.534673
33.3036 71.1843 0.561313
34.1014 89.8479 0.548088
32.1234 71.7531 0.581074
30.4021 65.4075 0.615905
31.4481 84.3294 0.596099
30.9442 83.8607 0.604877
28.8238 70.6878 0.656146
29.6217 85.5264 0.635235
27.6267 69.8574 0.687208
28.3101 84.3793 0.669183
25.7065 75.5109 0.746754
30.1576 0.784666 0.624043
40.7737 5.6901 0.457731
37.9356 6.85074 0.492183
36.6322 7.63163 0.509113
34.0714 8.18596 0.548181
34.8891 10.4437 0.535086
25.6841 8.61322 0.74803
39.4195 17.5044 0.474196
38.6677 18.6211 0.483034
32.6862 16.8367 0.571868
37.9778 24.2473 0.493767
29.0938 18.2996 0.651817
40.6392 33.0149 0.461192
26.077 19.3315 0.73616
27.3656 21.929 0.697238
37.8965 36.8306 0.492051
30.5177 28.9148 0.616129
27.8829 27.4161 0.684146
27.567 29.3524 0.690598
27.2602 29.9509 0.698227
27.353 31.7173 0.69652
27.6433 34.3294 0.688448
30.8501 41.7429 0.609782
36.0462 56.0453 0.517049
27.282 36.6914 0.699247
39.4408 77.4689 0.473721
31.9786 49.1624 0.586541
32.836 53.14 0.570402
34.3047 59.028 0.543983
36.6057 78.7691 0.510003
33.5487 63.0237 0.556774
27.4717 45.5514 0.694328
27.1261 46.5909 0.703293
29.6353 57.461 0.636705
32.1744 76.768 0.581939
27.5738 55.5074 0.690078
31.0467 84.9165 0.605782
30.6182 88.4461 0.615524
26.7028 61.4212 0.713924
27.4161 72.1817 0.694624
27.0108 76.4054 0.707253
25.9266 83.1598 0.742954
30.817 2.35852 0.608645
33.618 4.29552 0.55746
33.7004 7.78867 0.554516
31.0662 10.1056 0.607089
36.7495 14.3729 0.507704
26.1992 10.7367 0.733888
36.0334 18.2068 0.51882
39.7528 25.0063 0.47061
40.7505 29.4661 0.459043
28.8336 20.1705 0.657876
31.2911 23.2595 0.600119
32.7049 28.7594 0.572208
26.7348 23.7753 0.71611
29.5314 27.9116 0.64047
36.0219 39.0329 0.519259
33.5797 38.0725 0.557302
40.685 56.6537 0.461779
39.9763 58.7275 0.470134
39.1298 61.6909 0.479812
40.7586 77.3654 0.46007
39.039 68.2821 0.478495
30.1349 42.7384 0.628071
28.7801 41.3988 0.6578
26.1341 37.134 0.735669
37.9267 77.5674 0.492831
37.6519 82.4977 0.496554
28.9816 47.6624 0.653054
34.5922 72.6758 0.542588
28.0061 48.919 0.679309
28.5636 51.0862 0.664318
29.8664 56.6408 0.632437
33.6519 83.9506 0.556534
32.6934 86.5252 0.574156
27.7718 57.2719 0.685926
31.4423 83.6495 0.59897
28.1321 62.8396 0.676425
29.9803 81.4588 0.630926
29.4182 85.7681 0.642881
27.1612 71.8984 0.702942
26.9816 76.9496 0.708641
29.6378 0.658615 0.639458
26.1475 2.0607 0.738556
30.0849 4.40266 0.628312
32.9067 6.60678 0.569596
26.9204 6.8339 0.713455
31.8956 11.493 0.588125
30.327 12.0966 0.624801
30.7927 13.3718 0.613834
35.7139 19.6739 0.523217
30.8957 18.7135 0.611488
29.6557 20.4903 0.640981
32.0987 23.6979 0.586433
28.7243 21.777 0.661721
37.9461 34.4517 0.493693
37.6726 36.1586 0.497784
31.3379 29.4807 0.601429
31.223 31.3044 0.604311
41.1343 52.5507 0.459249
30.6639 34.8372 0.616864
27.569 30.9982 0.692318
30.235 37.2172 0.625396
33.2967 45.0528 0.563705
30.4416 40.1419 0.621584
40.0255 70.3798 0.469649
29.5358 41.0614 0.64239
39.9463 81.924 0.470172
38.3997 74.1701 0.488413
37.301 70.4952 0.500974
38.0279 84.9315 0.493956
34.9312 64.6511 0.53855
36.3874 77.5387 0.514444
36.2056 86.2755 0.517887
35.0566 78.5015 0.535674
34.3488 78.6061 0.545301
27.739 49.8227 0.687127
26.5425 49.3357 0.724212
32.519 79.7906 0.579324
29.7422 65.6847 0.635968
31.2574 89.6672 0.604166
30.3614 86.8705 0.62305
28.244 73.9559 0.675297
27.8529 86.2261 0.687099
26.5811 79.7219 0.722654
32.7276 0.16272 0.573608
34.5588 3.29038 0.545478
35.8272 6.15053 0.524045
37.0502 9.2594 0.507613
34.0686 9.65921 0.55065
29.6032 10.6218 0.642611
33.4837 13.9732 0.561423
28.9781 12.6087 0.658267
28.2202 13.5238 0.676487
35.0965 19.9975 0.533243
40.5725 27.1554 0.464126
33.864 23.3605 0.556085
32.227 25.457 0.583796
32.4223 27.514 0.580476
41.8658 44.0505 0.452235
27.3117 25.2967 0.701864
42.0221 52.6302 0.452497
31.9581 35.7383 0.589423
40.7543 57.7987 0.462181
40.2152 59.9731 0.471371
33.4205 44.7925 0.563361
28.9748 37.5414 0.655377
28.9546 38.5983 0.656861
41.0503 89.8562 0.460576
29.0532 41.1996 0.655101
39.2159 87.3833 0.479468
34.1314 57.9563 0.551013
36.1973 69.9159 0.519206
26.8991 41.8987 0.713536
36.6189 88.4694 0.515102
27.6654 46.2516 0.691436
30.691 56.4265 0.617994
28.8555 52.4338 0.659887
32.3086 68.5101 0.583681
26.6867 50.3975 0.721515
30.8589 71.8819 0.613777
30.8874 88.5692 0.612918
29.9395 81.9193 0.634864
28.5497 73.3102 0.668521
28.4707 89.4572 0.669738
27.0427 79.8677 0.709131
26.3712 80.6096 0.730606
27.2619 1.42838 0.706023
34.9774 4.47113 0.539047
38.479 6.90746 0.49053
28.3167 6.05043 0.674742
38.3757 11.4636 0.490832
26.4457 8.71005 0.729497
34.0822 14.3641 0.553083
38.4251 18.8238 0.49146
34.6356 19.4305 0.54285
26.3498 14.9209 0.732947
26.5306 16.9652 0.726864
40.2514 33.5039 0.468339
38.6254 34.9484 0.487864
32.4058 30.4777 0.583345
36.3232 37.8424 0.519299
41.5623 52.1869 0.457137
32.1825 35.7161 0.587372
41.0497 57.9534 0.461246
36.6773 49.1114 0.512233
35.5975 48.5275 0.528183
37.0149 54.8417 0.507793
40.6672 74.5619 0.46451
35.3544 54.6696 0.533016
40.2225 89.8713 0.46702
35.2595 58.2968 0.534073
27.0645 39.4242 0.711068
32.0089 52.4129 0.590138
37.4336 82.1525 0.503395
36.1701 76.7167 0.519696
34.4379 70.7797 0.549523
33.9941 72.5384 0.554695
30.0539 57.4057 0.632943
28.643 55.2158 0.666449
30.9519 68.7336 0.61224
30.677 70.0893 0.61885
31.3276 80.334 0.604751
28.9447 66.0846 0.660056
27.8618 64.0184 0.689727
29.0121 81.1244 0.656983
28.1188 85.6296 0.683665
26.696 81.6755 0.722554
25.9003 85.2767 0.74768
29.2239 2.95904 0.652979
29.3902 5.20194 0.651415
32.2611 7.83715 0.587384
32.5563 10.9399 0.580853
35.7566 14.1868 0.527398
39.0457 19.1427 0.483793
41.0519 24.7714 0.460911
32.173 21.0609 0.588483
34.2901 25.8458 0.551045
34.4515 28.0096 0.549229
33.0902 28.4057 0.570937
38.3857 37.4795 0.491005
34.0724 33.1851 0.554457
30.6333 29.9352 0.619818
37.1865 41.6993 0.50682
38.6903 49.1139 0.486718
26.6623 29.2839 0.724694
35.6623 46.4846 0.528358
33.8791 44.3191 0.557781
33.7044 45.4576 0.559615
40.3806 71.487 0.468299
32.9613 47.5542 0.574842
29.3669 40.3111 0.650003
29.6024 41.72 0.644751
28.6707 40.8808 0.666337
38.7004 80.4844 0.488162
38.6776 87.708 0.487017
33.0535 56.6864 0.57189
31.4789 54.5825 0.603136
34.8733 72.403 0.542981
34.2811 73.5898 0.551704
32.4528 67.249 0.583018
33.8282 85.8755 0.558245
29.323 58.6086 0.65065
31.8378 74.7041 0.594668
32.2246 85.8064 0.588797
31.0328 77.7598 0.61141
30.2013 78.3576 0.630775
29.8505 89.546 0.63947
28.0721 78.0226 0.682304
33.6561 0.872443 0.562231
39.3971 3.85234 0.480795
41.2971 6.49047 0.458218
38.3912 7.64933 0.492859
41.7016 9.41507 0.453901
36.187 10.8028 0.523551
26.2368 9.17391 0.74009
31.0799 13.1968 0.612794
41.1538 21.9486 0.459515
27.0873 14.3344 0.713669
29.9041 18.6247 0.639425
31.5876 21.4386 0.601834
27.0232 20.1682 0.717123
33.2973 28.5983 0.570088
26.0807 22.5863 0.74741
38.5088 41.5848 0.49142
36.6952 40.6387 0.514783
34.3761 39.5985 0.548596
33.4841 39.5611 0.565364
37.1826 49.2627 0.507629
39.3933 58.2176 0.482453
40.9709 65.4983 0.463175
42.0519 85.2941 0.450776
40.2324 72.0197 0.471312
32.262 46.6624 0.588275
40.0759 85.9161 0.471808
29.0935 42.41 0.660362
34.5657 59.5735 0.545886
28.8013 44.9348 0.666445
36.7506 88.1993 0.515462
29.2621 50.7164 0.654454
31.8306 60.9123 0.594776
34.5983 86.063 0.547305
30.5962 62.958 0.621981
31.694 72.1264 0.599636
31.9346 82.9387 0.595839
30.9588 88.1594 0.615584
30.1064 82.0421 0.635282
29.3144 81.2677 0.652996
28.223 80.7281 0.680033
26.6386 72.2037 0.729144
26.1309 76.4042 0.743903
27.5105 1.50992 0.70354
38.7631 4.46202 0.489612
37.849 6.69501 0.50093
33.6282 7.36858 0.564474
42.4803 14.7715 0.450395
31.0903 11.6249 0.612906
29.8208 13.2712 0.641892
30.6526 15.9932 0.623746
39.4135 27.0148 0.481362
30.0801 20.2154 0.637001
32.4204 26.3794 0.58435
29.1146 24.4972 0.659278
28.3566 24.7237 0.677913
27.7866 26.1075 0.696126
38.747 47.6281 0.489686
30.6299 34.5366 0.62144
28.2779 32.2627 0.682395
40.3501 60.0213 0.473283
26.6541 31.6148 0.727661
30.021 39.4883 0.638472
36.3175 58.4078 0.52114
36.0343 59.2376 0.526188
33.6065 53.4033 0.567374
33.112 53.399 0.573644
30.7037 49.4596 0.620458
32.3285 55.4213 0.588111
27.5767 43.8787 0.701348
34.2084 68.5643 0.554936
32.7652 64.6779 0.580118
31.6182 61.4562 0.601528
33.6271 76.2537 0.563545
29.2645 58.3398 0.654851
27.1449 53.3038 0.71526
27.6902 57.8004 0.698498
26.1561 55.2743 0.745388
29.6609 77.2893 0.646183
28.1719 71.9662 0.685473
27.888 87.9672 0.692208
26.3958 75.5767 0.738144
36.4521 0.633691 0.521445
39.1044 3.66739 0.486697
35.7516 4.46122 0.532058
28.902 5.41995 0.665731
37.8125 9.48153 0.50414
33.032 10.3487 0.576163
29.5551 10.5888 0.649959
40.0594 21.4099 0.473744
30.0703 16.6188 0.637607
26.7158 16.0949 0.728023
28.8501 19.9211 0.667404
32.7568 25.0931 0.581056
40.2106 36.3372 0.474585
36.3714 32.9264 0.522792
28.0868 25.3168 0.688245
29.4231 28.2289 0.652944
42.4734 54.2339 0.451576
42.241 56.6498 0.453064
34.2999 40.5918 0.552949
28.236 31.7303 0.685219
41.8236 63.6132 0.456875
26.8423 31.7048 0.72465
27.139 34.0743 0.714673
36.8043 58.4002 0.51581
33.9579 51.9889 0.561975
34.2551 56.6099 0.556393
26.772 38.8951 0.724805
27.5794 42.7632 0.700397
31.0558 53.9695 0.61548
30.9908 55.8151 0.617128
32.5924 64.6813 0.583199
27.0998 48.3681 0.718117
28.4317 54.1093 0.67815
27.8751 53.8495 0.694579
30.7411 68.9342 0.621521
31.7515 87.0923 0.601938
31.1778 85.5386 0.61225
30.5127 88.6378 0.626785
27.1062 63.6355 0.714091
27.9774 82.2022 0.690326
27.0905 80.1241 0.716562
29.1479 0.304412 0.66212
38.8581 3.52913 0.49108
28.2575 3.56116 0.682988
26.8379 4.95333 0.726055
28.9916 8.10225 0.665126
35.5992 13.1054 0.53344
31.4296 16.3701 0.608555
28.2865 16.763 0.683402
38.6035 26.192 0.494111
30.3518 20.4724 0.635935
36.2026 28.0023 0.527246
29.8515 23.7179 0.645675
36.6826 33.6761 0.520346
28.72 24.6168 0.673826
32.4928 30.6162 0.587909
27.2504 25.7947 0.71211
28.7145 28.5365 0.673539
38.097 46.2928 0.498898
34.4401 40.5733 0.55302
27.5683 31.8929 0.703623
33.5756 44.2683 0.565825
39.8451 66.0436 0.477152
41.3687 79.1245 0.46088
40.2451 74.9182 0.473566
26.9239 36.315 0.723057
28.3724 40.112 0.681758
32.0559 51.7263 0.596432
37.5243 81.5532 0.507932
32.0436 55.427 0.5971
33.4199 64.7372 0.570481
31.2249 58.8757 0.614431
33.0475 71.1029 0.576417
33.5062 79.4582 0.57124
31.9225 85.0558 0.598771
31.0549 80.2811 0.61666
26.1682 54.6327 0.746784
29.977 76.8826 0.64129
28.4788 72.6665 0.680485
26.7919 71.2008 0.728152
26.5069 75.5489 0.736962
41.3983 0.443756 0.463132
38.4691 3.14038 0.495484
37.492 4.97482 0.508825
30.9809 5.73892 0.618231
38.7631 11.8559 0.493446
29.665 10.0181 0.650887
35.6534 16.1887 0.534959
27.2817 12.7766 0.714283
40.7329 25.0687 0.469631
37.0044 25.9636 0.515708
36.5116 27.292 0.522813
38.9689 32.7202 0.491395
38.7251 34.8221 0.491689
31.4573 29.2156 0.610547
36.246 40.1465 0.525985
29 30.6375 0.66899
28.6164 32.4482 0.677582
30.9729 38.6679 0.620791
32.8848 43.8428 0.57976
31.1494 41.6285 0.615788
26.4327 34.623 0.741228
31.4327 44.9062 0.610246
28.7966 40.2685 0.671356
33.1296 51.7828 0.578443
31.0903 48.314 0.617382
35.1253 62.8474 0.542529
36.8276 74.9418 0.518007
33.214 60.4195 0.57478
36.0847 85.3778 0.530236
35.2039 82.2586 0.541945
32.676 67.1991 0.584419
33.1801 74.6566 0.575786
33.3833 84.2652 0.570996
28.8014 60.1544 0.671079
27.4496 57.4949 0.708634
30.3767 81.2095 0.633758
29.2132 84.3635 0.661477
27.007 69.2912 0.721709
26.2675 85.564 0.746999
41.0409 1.91586 0.468411
41.3487 5.21896 0.46383
42.5049 7.52305 0.450361
42.1599 8.59643 0.453917
36.4224 9.34826 0.524929
29.5124 8.67154 0.655209
28.3961 9.74361 0.685849
40.9972 19.1994 0.467523
27.5495 12.363 0.70908
42.0054 24.3874 0.457258
35.1695 20.189 0.543448
41.9466 29.2964 0.457304
29.0272 20.1029 0.668073
39.0198 33.9631 0.489351
29.2914 23.2199 0.661478
41.5814 42.724 0.461021
29.2316 27.0728 0.661904
42.773 51.3217 0.451565
36.9665 43.9609 0.516512
29.6099 33.0783 0.653876
37.9985 50.9572 0.50351
34.6093 45.436 0.551287
27.1517 33.2947 0.720374
41.5532 77.3024 0.461595
38.4281 64.6408 0.496925
35.661 55.7009 0.53425
36.8684 63.2799 0.517122
38.436 80.8362 0.496466
37.7525 80.6092 0.506384
35.9671 69.3762 0.530637
36.4959 81.6174 0.52435
33.3143 64.6212 0.574987
34.4905 73.9981 0.554732
33.3028 72.4001 0.574288
32.9274 76.7133 0.582721
32.6523 82.9905 0.587138
28.1529 58.3045 0.69163
27.3124 57.3625 0.713595
29.2246 70.538 0.664654
29.3362 80.7637 0.658973
28.5549 86.9639 0.681383
26.8574 86.9067 0.729061
38.7488 3.64006 0.492601
35.8332 4.22574 0.535328
29.2912 4.98164 0.66149
36.1799 8.92084 0.528218
36.2781 11.759 0.526998
28.3092 9.29395 0.689614
41.5792 18.8733 0.46334
40.3778 20.3797 0.473514
