# DEC     RA      z
11.9307 50.3414 0.741094
15.1446 87.7456 0.555765
14.0303 72.6953 0.611029
13.0692 66.7216 0.665214
12.3758 64.8654 0.708417
12.1166 67.0797 0.727629
12.3108 74.2734 0.711995
12.3013 83.1801 0.711656
13.9342 3.79762 0.617635
15.9779 6.65324 0.526446
16.5301 10.7956 0.506597
15.5139 13.6511 0.545625
11.9422 12.9531 0.741649
11.942 14.9063 0.742939
14.7392 19.9932 0.577258
17.2139 26.702 0.487557
15.0637 24.1752 0.564285
15.3075 27.0009 0.554778
13.8718 24.8125 0.622028
18.2442 37.901 0.454643
12.9608 26.7733 0.671705
14.5721 32.0293 0.585968
12.0012 26.7367 0.739416
16.2675 39.8357 0.518276
12.2819 29.2313 0.720029
15.0826 38.4706 0.564203
17.51 48.8097 0.47347
18.2451 54.9833 0.453487
13.5072 38.0344 0.638175
12.7875 36.4435 0.684535
15.9204 51.1092 0.529642
13.9583 44.5409 0.615549
15.8628 55.1204 0.529773
16.0134 58.1101 0.525779
18.2877 84.0275 0.454261
17.1825 72.7894 0.483605
15.4947 60.7774 0.546913
12.9428 47.5443 0.676431
16.194 72.7344 0.517601
16.4667 85.9503 0.509843
15.5951 73.7024 0.540988
12.2817 49.0915 0.721095
15.346 78.9946 0.551523
12.5835 55.7983 0.699041
13.5271 65.5456 0.641344
12.1749 56.5819 0.726111
13.3883 71.2238 0.647593
13.0083 70.3215 0.671283
12.3785 66.2646 0.713861
11.9342 67.5402 0.743769
12.2348 78.9538 0.722684
13.4439 0.568088 0.646362
18.115 3.82467 0.459458
14.7359 5.35538 0.581439
14.952 6.82421 0.570188
15.1033 10.0534 0.566481
14.1597 10.8203 0.609376
16.4088 14.126 0.513497
13.1216 12.6098 0.667677
18.0273 20.7332 0.464287
17.7019 22.9169 0.472576
16.6299 23.9373 0.508804
17.2949 27.2649 0.486831
12.2368 19.763 0.725048
13.0193 22.3129 0.671183
11.9808 23.1533 0.743084
18.3927 40.6675 0.451067
15.7406 36.2127 0.538206
12.1769 28.5309 0.729996
12.6474 33.5129 0.695778
16.1765 47.8992 0.522274
15.5768 47.5377 0.544958
14.2142 44.7148 0.604353
15.5925 54.8462 0.546021
17.2032 67.7599 0.487494
14.9686 55.3321 0.570394
14.0665 52.5387 0.614332
12.7731 46.8199 0.68972
15.9006 67.9837 0.529122
16.5199 78.6898 0.510781
14.288 59.2723 0.603636
16.0661 81.6759 0.527428
14.1368 62.0048 0.607962
15.7122 87.8395 0.541346
12.4886 52.7707 0.705403
15.25 86.1923 0.557005
14.7435 85.8923 0.57977
14.1464 78.7326 0.608576
13.9407 80.5033 0.621007
13.6393 83.3639 0.637535
13.3532 88.1466 0.652144
12.707 80.9925 0.693152
12.35 82.6245 0.715235
14.2464 1.59471 0.608
15.8712 3.72096 0.534558
12.5839 4.93076 0.704573
15.4183 8.31872 0.553068
17.111 12.8461 0.493372
18.1338 16.0138 0.462753
13.5165 13.6955 0.647847
13.7548 17.0928 0.634736
16.1601 22.5628 0.525933
12.303 18.6271 0.724683
12.0777 19.6607 0.740115
18.4345 33.5376 0.452637
12.3116 23.3597 0.723672
18.4683 40.8436 0.450342
15.3323 33.467 0.556902
16.0131 37.1971 0.531135
16.2402 41.1537 0.521012
14.1747 36.1802 0.61087
13.0843 33.3938 0.672574
18.2327 54.468 0.457334
17.7011 55.0834 0.473139
17.3082 57.598 0.484572
15.4058 50.7382 0.553429
16.3182 57.3126 0.520037
13.9535 47.7212 0.622729
16.7776 67.2503 0.504349
13.6155 48.9317 0.640707
17.2866 84.8159 0.488976
16.764 77.8246 0.505035
12.1348 46.5397 0.73689
16.202 87.0196 0.524041
15.4583 75.7922 0.550444
15.5668 86.7353 0.546449
15.2275 88.9482 0.561468
14.406 74.2137 0.59943
14.3956 86.0388 0.596421
13.0782 68.7485 0.670711
13.5375 84.3465 0.645185
13.0329 82.7023 0.67659
12.5595 80.6461 0.706556
12.2094 81.5097 0.731144
12.1181 2.63005 0.740635
16.8297 6.56741 0.503495
13.9391 7.86986 0.626236
16.343 12.0572 0.522493
15.4933 13.1048 0.554206
13.6016 13.7444 0.646959
18.3938 20.9867 0.45642
13.8003 17.0193 0.633911
17.555 23.4677 0.481408
15.1106 21.2439 0.569847
17.2305 26.22 0.494313
12.1617 18.8299 0.736631
12.1832 21.0658 0.734404
12.9006 24.0646 0.686876
18.0332 37.0951 0.46599
14.7178 30.4176 0.587209
17.8941 41.1377 0.471271
14.7272 34.028 0.584805
13.988 33.3143 0.622784
17.7468 48.2063 0.472271
17.7158 49.7551 0.473887
16.8869 49.0324 0.501366
15.9578 47.5487 0.535922
16.5441 52.3173 0.513284
17.1448 59.6575 0.493039
12.7685 40.7956 0.693861
17.6277 69.6491 0.47709
18.3672 84.1474 0.456406
16.2143 62.9972 0.5258
15.2047 58.6218 0.568028
12.1869 44.4308 0.737866
14.0129 57.0966 0.623123
15.9918 82.5361 0.534018
15.8545 84.3284 0.538499
14.452 68.7466 0.601729
14.4233 71.5315 0.603366
12.6091 57.5569 0.70456
14.1456 80.4179 0.615994
13.5177 77.0849 0.646751
12.3854 67.6976 0.719781
12.0099 72.1654 0.748249
13.6855 2.32128 0.640182
13.8732 5.72299 0.633995
16.6361 8.61539 0.509825
17.2861 11.1548 0.489091
15.4478 12.7499 0.559167
12.5681 11.3577 0.713303
14.4002 15.2976 0.606763
15.6489 18.5498 0.548775
15.9576 21.0203 0.538171
13.8076 18.9277 0.638011
14.9082 22.5568 0.581066
17.8233 29.7978 0.475695
17.4414 33.2313 0.487355
16.7794 37.5856 0.506626
12.608 27.9085 0.708746
17.5225 42.3365 0.483019
13.1478 31.3874 0.674717
15.9482 41.7474 0.537508
16.2812 44.8169 0.525018
14.2018 39.8603 0.616436
14.6654 43.3795 0.591163
18.4415 65.8975 0.457115
18.3177 68.5782 0.460686
16.258 57.0323 0.527015
16.4371 59.6765 0.518821
15.3007 54.0998 0.564021
17.8391 78.803 0.473109
15.2224 58.5928 0.569885
15.2088 60.3255 0.567766
17.01 81.5248 0.500156
13.5424 53.1263 0.65144
15.6484 72.3689 0.548488
14.9591 69.484 0.578304
13.7101 59.9406 0.641081
15.1562 87.3168 0.570056
14.1199 73.2175 0.62025
13.3074 66.2744 0.663922
13.9327 87.5159 0.627529
13.4334 87.5327 0.658957
12.8974 87.3761 0.689677
12.1317 83.7807 0.743379
12.5356 2.1086 0.717091
16.39 7.51744 0.52434
12.296 8.17221 0.73469
17.2492 14.4668 0.494586
15.3876 15.2218 0.560297
16.108 18.4878 0.534404
14.0301 17.5638 0.628935
17.6213 25.2015 0.484052
14.6171 21.6699 0.596959
12.1679 18.7525 0.743911
17.9288 31.6211 0.473049
12.757 23.4193 0.701225
13.8076 27.511 0.638705
16.5582 36.3146 0.517603
12.7143 27.9983 0.707541
14.232 33.5251 0.615705
15.6549 40.4973 0.552274
18.5988 54.4497 0.45332
17.6047 56.4663 0.481204
12.9721 39.0716 0.687697
18.4565 71.1529 0.458718
12.5082 40.1844 0.719003
16.3966 59.8982 0.522791
17.8006 78.569 0.475934
13.6554 49.4192 0.647036
14.7392 56.8234 0.590425
14.6681 60.3828 0.594048
13.9455 57.0296 0.630176
16.1434 82.8662 0.533423
15.7419 82.8223 0.548459
12.451 51.7271 0.725781
14.9957 76.2586 0.58076
14.9767 82.1297 0.579761
14.9206 86.8958 0.583366
13.8671 70.2035 0.635653
14.2292 87.8239 0.616717
13.8561 81.7384 0.63683
13.583 87.27 0.651634
12.8523 82.2588 0.695378
12.931 0.735792 0.697029
13.9584 3.64275 0.631549
15.0167 7.09935 0.581809
13.8256 8.40489 0.640351
15.5588 12.2242 0.557126
17.5733 15.945 0.486602
12.9421 12.87 0.695509
15.7395 17.0703 0.549948
15.8799 19.0649 0.543663
15.4969 19.8871 0.559412
15.6998 21.2975 0.550559
17.1899 26.8839 0.498627
17.9389 30.9334 0.475989
18.7381 33.7827 0.450952
13.8008 25.8205 0.641062
13.6704 28.4488 0.649522
16.2514 38.8147 0.531343
17.9643 46.1307 0.474653
16.1123 43.4936 0.535529
16.4896 46.668 0.523001
13.8502 39.7472 0.637032
17.5253 59.3847 0.486374
13.7996 43.8995 0.641676
18.5802 77.3019 0.456384
18.7339 88.5583 0.451526
18.3035 83.205 0.465133
13.8764 48.9576 0.638703
17.416 76.718 0.490321
17.3439 86.763 0.494089
15.3153 63.6566 0.568993
12.5206 48.1257 0.724855
12.8134 52.0718 0.701648
15.6016 81.8768 0.556345
13.3995 60.2263 0.664387
14.4927 74.1927 0.605376
14.1633 73.2949 0.622518
13.4009 67.9261 0.664166
14.1493 86.7349 0.624828
13.5119 83.1805 0.656829
13.0797 86.7225 0.685582
12.2664 79.394 0.740698
17.0719 2.73496 0.504366
18.1364 4.82998 0.470204
12.8036 4.23026 0.705419
13.1458 6.38183 0.681709
13.6251 9.34924 0.653768
16.7351 14.3753 0.516905
13.1532 14.5056 0.682684
17.5151 22.4811 0.490021
16.1099 21.3084 0.538843
13.2948 18.8038 0.674068
14.13 22.4319 0.626438
13.2802 21.8766 0.676461
18.7073 34.4501 0.454176
14.2519 26.7329 0.620412
16.4737 34.1229 0.527329
13.4706 28.8306 0.667443
15.4169 35.5683 0.566438
18.0381 45.0872 0.472708
13.3386 32.5658 0.671367
18.3027 54.1284 0.46835
12.8439 35.8673 0.703062
12.6853 36.7987 0.713793
13.9671 43.3052 0.634066
16.6555 58.3753 0.516963
12.5768 40.9161 0.719801
17.3881 70.6222 0.49301
17.9992 83.3516 0.47622
15.2653 58.3815 0.57241
16.4916 72.5566 0.522189
13.3484 51.5219 0.671854
15.6454 69.625 0.554383
12.9627 51.531 0.696634
15.5951 75.0808 0.555665
15.7046 84.2453 0.552278
15.205 80.9173 0.573772
14.7923 75.0956 0.594868
14.3664 74.1564 0.615951
14.0329 71.9107 0.634235
12.6407 60.2861 0.716994
13.5775 75.4697 0.65667
12.4334 65.2639 0.73078
13.3611 89.1687 0.672149
12.2626 71.2767 0.742618
12.3367 79.8452 0.741788
17.3731 2.04368 0.496841
18.4798 4.46592 0.463536
18.6687 8.64931 0.458434
17.7666 12.8874 0.484424
12.322 9.9034 0.745075
15.7196 14.6104 0.554462
15.0569 15.5092 0.584261
15.1531 17.59 0.577859
12.9425 15.8748 0.699631
13.8289 18.3516 0.649055
17.075 25.3454 0.507638
12.6878 19.0095 0.71652
13.7194 22.475 0.652457
17.3984 31.4077 0.495808
18.8391 37.3665 0.455642
14.394 29.6113 0.617982
13.4579 28.5815 0.667709
18.6125 45.5839 0.45704
13.3305 31.241 0.674845
15.034 37.0222 0.584347
16.4397 42.3902 0.529209
18.8468 53.3644 0.452862
17.2252 49.5094 0.500099
13.4487 37.675 0.667206
16.9668 52.9165 0.509912
17.9118 60.7091 0.480734
17.5097 61.4432 0.489226
18.0962 69.685 0.47658
15.339 53.7367 0.571247
17.2148 70.148 0.50123
17.422 76.3027 0.494321
16.9086 72.0777 0.512066
13.6374 51.1637 0.656252
16.8304 81.4868 0.51375
15.867 74.4199 0.551313
13.3971 56.1144 0.670563
14.3464 65.6405 0.618196
12.7722 56.6932 0.711697
13.7189 66.5906 0.653018
14.3844 79.8455 0.617935
13.3506 67.9998 0.673387
13.9581 85.6676 0.63889
12.5771 68.9134 0.72671
12.8101 84.7969 0.710112
17.6432 1.5357 0.490579
14.3576 3.57222 0.61986
14.5786 5.5892 0.609471
15.274 8.11629 0.579145
18.6679 12.8836 0.460743
17.5264 14.3321 0.494694
18.344 18.1594 0.469432
17.87 19.6467 0.485075
16.1508 20.0449 0.541334
16.1437 23.0055 0.541684
12.644 18.651 0.723892
16.4747 26.5249 0.5303
15.2445 26.1127 0.578386
15.0106 28.2408 0.588524
13.8796 26.7222 0.646918
13.3905 28.0195 0.674526
17.014 40.438 0.511443
17.101 43.22 0.508205
14.2496 35.4686 0.625487
15.3241 40.611 0.575751
18.7084 56.0365 0.458963
19.0184 62.1911 0.452677
13.9501 40.7617 0.640217
17.0783 56.6703 0.508894
13.8592 43.6932 0.646151
18.0665 69.696 0.47637
16.45 58.9615 0.531523
18.3768 81.1275 0.468331
17.4935 72.2387 0.49354
14.7789 55.1558 0.598669
16.3274 68.8436 0.534136
13.382 50.3351 0.677446
13.8227 54.6169 0.64951
13.5247 53.7444 0.667278
15.0047 67.5024 0.589996
15.9766 86.732 0.546947
15.654 89.852 0.559207
15.2237 84.8831 0.579847
12.9499 60.0998 0.702914
13.7347 71.8154 0.65231
12.6821 63.5081 0.72164
13.459 78.9061 0.671352
13.3373 84.1206 0.680733
12.8549 79.1176 0.709528
12.4095 82.267 0.742314
17.2407 1.53278 0.505945
16.1325 3.86311 0.543865
14.7764 6.94723 0.603634
14.9533 8.86182 0.595099
16.8579 13.097 0.518413
13.034 10.6241 0.702472
12.7136 12.439 0.723098
12.8392 14.2592 0.714116
14.8591 19.0318 0.599671
16.2948 22.9128 0.536869
16.5731 25.3514 0.527558
19.0055 33.11 0.451998
14.4821 26.684 0.618989
17.4628 35.5542 0.499835
15.5743 34.2805 0.565732
18.9128 46.9409 0.454642
18.4947 48.4994 0.466514
18.4727 51.6407 0.466215
18.5476 54.3953 0.465582
14.3876 41.0992 0.624528
12.7955 37.0264 0.714458
19.0553 69.5908 0.452591
14.3522 44.45 0.624654
15.2297 49.4748 0.581538
18.4827 71.227 0.46775
18.6411 78.679 0.463634
16.4786 61.7987 0.53319
14.9437 53.7929 0.594142
16.6356 68.0375 0.525781
17.2618 85.895 0.506346
16.3571 74.4998 0.535639
16.0989 74.1716 0.546599
13.423 54.8115 0.6776
14.781 65.9252 0.604273
14.2534 64.164 0.628843
15.0735 75.3564 0.590448
12.5196 54.2177 0.73511
13.1945 61.5938 0.691102
13.6965 69.7779 0.657635
13.2728 71.9165 0.684892
13.3852 84.135 0.681087
12.8985 88.2456 0.711527
14.9746 0.429546 0.597059
14.1743 2.45002 0.634128
16.371 5.29264 0.537093
17.5156 7.15687 0.499962
12.4908 6.23739 0.742376
15.2642 12.1065 0.582271
17.6105 15.909 0.496599
12.7984 13.2624 0.720037
14.7097 18.2115 0.610333
15.6809 21.7516 0.565206
16.7225 25.4856 0.525699
13.423 22.1727 0.677683
15.0431 25.9221 0.592812
18.9272 37.4148 0.456402
18.5245 39.8307 0.46782
14.121 30.11 0.638325
18.0804 42.513 0.480904
18.9665 47.3086 0.455784
15.3668 36.9216 0.579973
12.627 30.3204 0.735277
14.5738 39.0593 0.614034
15.5213 44.0692 0.572303
13.9483 40.4209 0.646021
15.7128 49.6554 0.564405
14.1484 43.9318 0.637704
18.4558 70.0922 0.471024
15.1605 51.3587 0.586708
18.1977 75.8499 0.477598
18.3634 87.8588 0.474626
17.3757 77.0105 0.503327
16.8624 73.0904 0.519897
13.1029 48.5655 0.701065
13.6502 54.4782 0.66389
16.1077 83.0032 0.548501
13.0422 53.7598 0.701604
15.1406 76.2898 0.587836
12.5855 55.5968 0.734831
13.835 68.6949 0.65647
14.203 78.5453 0.634387
13.1184 67.4253 0.699881
12.7206 68.281 0.726175
12.7382 75.9647 0.725972
13.1846 0.721125 0.699174
17.9615 4.04164 0.486806
13.3351 3.94533 0.690507
14.4915 6.77557 0.622726
17.0869 10.2567 0.514448
18.3475 13.7844 0.476405
15.7467 12.9438 0.565544
16.2431 14.9422 0.547593
14.3155 14.6832 0.631414
14.4343 16.4011 0.627332
17.7716 22.1089 0.492117
17.6288 24.3666 0.499744
13.3339 19.4033 0.686544
14.8278 23.9067 0.605468
14.8662 25.4192 0.604491
15.6337 28.2199 0.570733
19.0027 37.4512 0.456022
13.3969 26.644 0.682909
18.2928 41.4324 0.478282
13.8226 31.5939 0.657885
14.7486 35.7181 0.609629
16.6249 43.2002 0.53138
14.389 37.2699 0.628425
12.5196 32.713 0.745588
16.5781 49.1344 0.535311
15.1767 45.6791 0.590446
15.8536 50.5997 0.562562
15.9673 52.8418 0.555043
15.2744 50.9086 0.584132
13.0585 42.5596 0.703327
17.8965 73.7038 0.488543
16.1474 61.2738 0.549149
14.3062 52.0691 0.633014
12.5672 44.7905 0.740321
15.2884 64.1816 0.584913
15.0879 67.9902 0.594805
14.3217 65.8705 0.632704
12.8961 57.2566 0.716564
13.9256 69.4589 0.653889
14.5202 84.5824 0.622747
14.3248 84.6357 0.629966
14.0318 84.5937 0.646992
13.4414 88.4179 0.681701
12.6319 87.3078 0.734868
16.2375 2.21752 0.54718
19.0634 5.39159 0.457266
14.8371 5.42797 0.608101
13.1406 7.19314 0.702999
14.0418 11.0984 0.647065
13.4702 12.1699 0.6814
14.0696 15.0348 0.650693
12.5637 14.9919 0.742547
14.5817 19.8077 0.621692
14.6233 21.3064 0.618168
15.8019 25.2176 0.567056
18.2523 32.4453 0.480302
17.4022 32.9797 0.506222
12.959 24.4604 0.713082
15.0797 30.7918 0.59751
12.9682 27.2027 0.714941
14.8446 33.9405 0.607281
17.6656 44.3272 0.496679
17.1812 45.0906 0.513642
14.2226 37.5653 0.637384
18.6239 57.8626 0.467874
15.4361 45.773 0.581448
15.7695 47.9152 0.566966
19.3458 70.2156 0.450881
16.5926 55.1531 0.533864
16.9312 59.6349 0.521262
13.7843 45.5414 0.66204
18.2718 78.6018 0.481295
17.8991 78.0633 0.492019
17.781 82.3319 0.494454
16.5056 69.0253 0.537868
17.2175 85.939 0.512161
14.893 62.7836 0.605867
16.2163 88.1918 0.546909
13.4132 57.4312 0.684515
14.726 72.5226 0.613736
14.623 77.7192 0.618981
14.6455 88.5982 0.619261
14.1285 81.3494 0.643373
13.2821 71.555 0.692458
12.9987 72.2936 0.71221
12.7341 73.7132 0.730556
12.5211 83.6607 0.748746
14.9977 1.52344 0.604425
15.6583 3.48983 0.573133
19.076 6.30248 0.45966
19.1352 9.4805 0.457647
14.5226 10.3417 0.625265
16.5508 13.5348 0.538962
17.1138 15.9212 0.518083
17.0395 17.5027 0.522316
12.8549 13.9756 0.723364
17.7079 21.8626 0.499421
16.7164 22.482 0.532474
15.4883 22.1971 0.581041
15.4655 23.2091 0.581364
13.732 22.4461 0.670326
18.3507 32.9297 0.47954
17.2617 33.1505 0.513601
16.8111 33.9523 0.531295
16.6895 35.46 0.53477
13.8731 30.5318 0.660484
18.6941 46.824 0.466438
17.6316 45.1948 0.501597
16.2388 43.3605 0.551334
13.7809 37.0988 0.665652
13.9289 39.5961 0.657909
14.77 45.4185 0.613021
16.7681 55.8781 0.531363
13.2541 42.0689 0.697685
13.3464 43.9171 0.694967
17.7543 75.2275 0.498675
16.8705 70.7282 0.526847
16.807 73.7279 0.527862
15.2876 64.1629 0.590702
15.0367 69.9741 0.603792
14.4002 66.5097 0.633524
15.4506 88.9205 0.581511
14.9715 79.3415 0.605535
13.4088 64.6884 0.689196
12.9214 62.5177 0.721725
14.0952 86.9622 0.647069
13.2279 81.7759 0.700058
16.6238 1.39429 0.537373
13.7219 2.81632 0.673427
14.2307 5.87562 0.644263
18.5397 10.5386 0.476436
13.6989 9.99164 0.67605
15.7684 14.2407 0.57007
12.6212 12.0642 0.746348
13.7689 14.0979 0.669744
13.2644 14.62 0.702876
15.2108 19.4978 0.595053
14.512 20.5483 0.630703
16.5293 25.0895 0.541892
15.5826 25.9942 0.579429
15.6671 27.7698 0.577727
16.9547 34.7004 0.527099
14.4447 29.8434 0.632136
13.4405 29.1535 0.689935
17.1924 40.8424 0.517028
18.5325 48.2194 0.473703
13.2833 33.2101 0.699533
16.7237 45.6424 0.534284
14.0029 37.7773 0.656432
19.4082 67.5707 0.453379
14.1928 43.6633 0.645301
19.3765 78.5191 0.45504
17.818 68.453 0.496317
17.4917 68.3671 0.506669
17.8289 78.8788 0.49666
13.9872 51.8325 0.659901
16.5356 74.0875 0.539653
16.1632 74.0039 0.555048
16.4191 83.5704 0.544622
15.8116 79.3021 0.568651
15.2446 76.8931 0.594469
15.2196 86.9983 0.595423
14.7613 79.779 0.617515
14.6431 86.5822 0.624109
13.4587 73.6829 0.68764
13.1972 73.8016 0.704982
13.068 85.2751 0.715616
17.3953 2.15948 0.514068
13.2275 3.93588 0.709387
12.8004 5.74608 0.737637
14.0064 9.89756 0.660318
12.738 10.5363 0.740575
17.1923 16.8009 0.520394
13.3047 14.7774 0.703933
12.8539 15.812 0.732051
14.9525 19.2548 0.609691
17.2351 24.4263 0.521781
16.5702 24.9759 0.542482
17.4565 27.2895 0.510495
13.8213 23.4563 0.66958
13.7374 23.6296 0.675595
15.7404 29.6143 0.576963
15.32 30.6783 0.592675
14.5473 30.3211 0.630167
19.0975 45.3457 0.459367
15.0081 35.6195 0.608984
14.1586 34.315 0.651267
15.8684 41.5739 0.568721
17.0224 47.4466 0.526076
12.9908 35.4726 0.726557
18.0005 59.2201 0.491665
19.2122 70.6961 0.46037
17.2625 59.6757 0.518263
19.2282 89.2708 0.459397
15.5106 54.4449 0.58483
18.1282 82.6026 0.491048
17.879 85.0952 0.497292
17.1357 74.8172 0.52289
13.4699 49.1127 0.692276
13.2122 50.6486 0.708474
16.5128 89.7377 0.545238
15.7645 77.5128 0.573365
14.1289 62.4051 0.652658
13.3891 58.2349 0.696982
13.3955 61.3641 0.696655
13.6262 66.7441 0.683054
13.2309 65.1042 0.705759
13.9453 80.6756 0.662128
13.3206 80.8553 0.703472
16.4074 1.26721 0.549775
15.2475 2.29137 0.59977
12.754 4.12278 0.74263
17.1008 9.22216 0.526446
17.113 12.2856 0.524758
13.1917 11.1427 0.713706
15.3845 14.7242 0.595523
19.0537 20.6005 0.467671
15.2535 19.3499 0.596995
18.5498 26.2953 0.480572
13.5742 19.6634 0.688305
15.353 25.3312 0.592898
19.6165 36.4826 0.450438
16.5407 31.8205 0.544906
13.4431 26.3461 0.697424
15.4469 32.9953 0.590608
12.8781 29.3243 0.73612
14.0841 34.3979 0.659328
19.5743 54.9583 0.450975
18.8053 54.5297 0.470821
18.0342 53.4622 0.493511
16.0923 46.817 0.563012
15.3589 44.9211 0.592544
19.3201 66.9194 0.457204
18.0039 61.3754 0.493327
18.5173 68.2241 0.480326
12.9769 40.6909 0.726403
18.5339 76.7528 0.479114
14.7958 51.9901 0.622274
17.0003 69.3909 0.528321
13.87 49.6813 0.670162
17.4796 81.7633 0.51063
15.9155 65.7345 0.569633
16.6095 89.4057 0.541422
16.0323 78.8038 0.564499
13.9725 61.246 0.66486
15.5763 82.9857 0.5834
14.8294 75.822 0.619061
13.5176 64.6821 0.691178
14.52 85.0495 0.63364
14.2233 87.6372 0.649738
13.2118 74.1885 0.709974
13.2004 78.2101 0.712963
12.8452 80.5808 0.737357
19.2761 1.52699 0.459634
16.2687 2.54714 0.557269
13.5571 4.42071 0.694081
17.227 7.41155 0.521363
13.3031 7.92361 0.71085
18.185 16.0446 0.494169
13.9505 13.0691 0.670073
18.2489 19.6031 0.491162
12.7698 14.8069 0.745008
16.591 22.8993 0.544732
14.2484 21.7525 0.652043
14.9886 24.0682 0.614173
16.3744 29.7135 0.554546
15.1399 28.5218 0.606077
17.3113 35.2348 0.520934
19.2469 42.5579 0.461157
16.7266 37.5866 0.541187
17.6676 45.2696 0.508459
13.5983 33.5955 0.692121
12.7373 32.9287 0.748133
13.0243 35.1652 0.729564
14.8814 43.62 0.621018
16.0183 49.8104 0.568384
13.9595 42.6132 0.670289
14.1266 44.1439 0.659211
16.0877 53.8894 0.564137
15.5838 52.5242 0.586442
18.4251 74.5734 0.484091
14.3632 49.0966 0.645172
18.3734 87.7468 0.488036
13.2369 47.0714 0.713869
17.1141 76.7118 0.530392
12.9948 48.2125 0.730437
15.7998 69.3662 0.5789
14.9754 65.392 0.615627
14.9735 69.7165 0.616519
15.4861 84.334 0.589073
15.4725 89.5146 0.59001
14.1116 66.8835 0.659564
12.7432 57.3094 0.746383
13.221 63.5249 0.713179
14.2245 86.8323 0.653918
13.42 80.5685 0.70231
13.1598 80.9652 0.71928
15.4804 1.80367 0.592461
14.7193 3.86913 0.627444
13.8075 5.32782 0.682834
14.2859 7.34916 0.654171
13.7732 9.75438 0.682991
14.6221 12.669 0.635664
12.957 12.3621 0.736079
17.5748 19.174 0.514227
19.1486 22.7905 0.468817
19.1616 24.8852 0.46583
19.484 27.9967 0.457439
18.0346 29.1705 0.499163
12.9986 21.3107 0.731256
18.0344 33.2078 0.500368
18.1547 36.4069 0.49816
13.5449 27.2757 0.697141
15.2176 32.78 0.605887
16.1237 36.5592 0.565001
16.7117 41.3383 0.543464
13.3076 33.0202 0.710987
15.9877 43.8536 0.573159
16.2909 46.1981 0.560567
16.0546 46.7669 0.56984
17.077 53.8356 0.531686
19.3283 72.016 0.461141
14.7055 47.6028 0.63091
17.6018 67.1968 0.512216
17.669 73.8859 0.511803
15.8583 59.8366 0.578655
16.7621 68.9613 0.540549
17.1692 77.2832 0.52968
14.2851 54.6005 0.653122
13.2371 50.493 0.717029
15.616 72.2362 0.58868
13.7688 59.2452 0.68246
15.0975 80.1236 0.612339
14.5668 85.2109 0.638235
14.2345 86.8431 0.65435
12.8954 87.2109 0.740681
18.2321 4.79806 0.494824
19.5668 7.92246 0.457947
17.8569 13.024 0.507919
13.6127 11.4637 0.693357
16.6421 16.0743 0.54866
13.6483 14.7497 0.693028
16.3852 20.1396 0.559145
17.198 23.3273 0.529945
16.2939 25.6054 0.563345
16.0694 26.9262 0.572546
16.269 28.7886 0.565031
14.5555 27.0049 0.640828
15.5106 31.2736 0.595212
19.2109 42.6783 0.464731
17.0004 37.4623 0.535351
16.0887 36.5751 0.57088
15.6735 37.4781 0.587938
19.5104 53.1251 0.45789
14.6569 37.5205 0.636462
18.1454 51.1442 0.496913
18.4524 54.5859 0.486714
17.0338 52.6533 0.535021
18.0019 59.4272 0.501537
13.5214 40.5919 0.701635
16.6418 56.2324 0.548437
17.3467 62.6658 0.524555
17.875 71.5069 0.506393
12.9691 44.5074 0.7379
14.8139 54.8424 0.628897
13.0968 46.4607 0.731778
14.3671 54.7449 0.6528
14.7289 59.5243 0.632807
